index,win,baronFirst,baronKills,championFirst,championKills,dragonFirst,hordeFirst,inhibitorFirst,inhibitorKills,riftHeraldFirst,riftHeraldKills,towerFirst,towerKills,dragonKills_0,dragonKills_1,dragonKills_2,dragonKills_3,dragonKills_4,dragonKills_5,dragonKills_6,hordeKills_0,hordeKills_1,hordeKills_2,hordeKills_3,hordeKills_4,hordeKills_5,hordeKills_6
NA1_4916584476,True,True,1,True,53,True,True,True,3,True,1,True,11,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NA1_4916417332,False,False,0,False,21,True,False,False,0,True,1,False,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4916268484,False,False,0,True,16,False,True,False,0,False,0,True,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4915318409,True,True,1,False,41,False,True,True,1,True,1,False,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4914575290,True,True,2,False,39,True,False,True,3,True,1,True,9,False,False,False,False,False,True,False,True,False,False,False,False,False,False
NA1_4914435769,False,False,0,False,23,False,True,True,2,False,0,True,9,True,False,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4914347994,True,True,1,True,29,True,True,True,1,False,0,True,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4914193769,True,True,1,False,35,False,True,True,1,True,1,True,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4913572234,False,False,0,True,20,False,True,False,0,False,0,True,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4913523547,False,False,0,False,4,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4913330796,False,False,0,False,45,False,True,False,0,True,1,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4912796236,False,False,0,False,33,True,False,False,0,False,0,False,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NA1_4912714921,True,True,1,False,36,True,True,True,1,True,1,True,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4912322270,False,False,0,True,38,False,True,False,0,True,1,True,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4911658543,True,True,1,True,42,False,False,True,2,True,1,True,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4911355087,False,False,0,False,2,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4911290962,True,True,1,False,29,False,False,True,3,True,1,True,11,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4910342299,True,True,1,False,28,True,True,True,1,True,1,True,9,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NA1_4942262635,False,False,0,False,8,False,True,False,0,False,0,False,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4942243554,True,False,0,True,26,False,False,True,2,True,1,True,8,False,True,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4942217525,False,False,0,False,23,True,False,False,0,False,0,False,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4942193602,False,False,0,True,30,True,True,False,0,False,0,True,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4942160464,True,False,1,True,51,False,False,False,2,False,0,False,8,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4942133617,False,False,0,False,27,True,True,False,0,True,1,True,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4942120898,True,True,1,True,42,True,True,True,1,False,0,False,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4941947807,False,True,3,False,54,True,True,True,4,True,1,True,9,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4941936150,True,True,2,True,48,False,True,True,3,False,0,True,10,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4941927166,False,False,0,True,18,False,True,False,0,True,1,True,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4941923008,True,True,1,True,42,True,False,True,3,True,1,True,11,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4941912205,False,False,0,True,12,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4941899996,False,False,0,False,20,False,True,False,0,True,1,True,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941889872,False,False,0,False,10,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941872328,True,False,0,True,28,False,False,False,0,True,1,True,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4941851952,False,False,0,False,17,False,False,False,0,True,1,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4941824185,False,False,0,True,33,False,True,False,0,False,0,False,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4941795799,False,False,0,True,43,False,False,False,0,False,0,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941751771,False,False,0,False,32,False,False,False,0,False,0,True,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4941710250,True,True,1,True,44,True,True,True,3,True,1,False,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4941662934,False,False,0,False,31,True,True,False,0,True,1,True,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941621730,True,False,0,True,31,True,False,True,1,True,1,False,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False
NA1_4941590713,True,True,1,True,41,True,False,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4941507648,False,True,1,False,22,False,False,False,0,True,1,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4941423415,False,True,2,False,36,False,True,True,3,True,1,True,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4941402768,False,False,0,True,29,True,True,False,0,True,1,False,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4941370704,True,True,2,False,28,False,True,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4941350244,True,False,1,True,27,False,True,True,2,True,1,True,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4941334221,True,True,1,True,36,False,True,True,2,True,1,False,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4941317775,True,False,0,True,45,True,True,True,5,False,0,True,11,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4941298640,True,False,0,True,20,True,True,True,1,True,1,True,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4941283504,False,True,1,False,27,False,True,False,0,False,0,False,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4941089969,False,False,0,False,8,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4941068008,False,False,0,True,27,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4941047992,False,False,0,False,18,False,False,False,0,False,0,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4941018200,False,False,0,False,20,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941006480,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941007810,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940996157,False,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940990469,False,False,0,True,2,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940990041,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940725302,False,False,0,False,4,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4940711074,True,False,0,True,23,False,True,False,0,False,0,True,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4940677117,True,True,2,True,38,False,False,True,2,True,1,True,10,False,False,False,False,True,False,False,False,True,False,False,False,False,False
NA1_4940655743,True,True,1,True,37,True,True,True,2,True,1,True,11,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4940621612,True,False,1,False,36,False,False,True,2,False,0,False,11,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4940588378,True,False,0,False,26,False,True,True,1,True,1,False,7,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4940567810,False,False,0,False,29,False,False,False,0,False,0,False,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4940510768,False,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940485462,False,False,0,True,16,False,True,False,0,False,0,False,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4943049852,False,False,0,False,21,True,False,False,0,True,1,False,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4943002211,False,False,0,True,25,True,True,False,0,True,1,False,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4941604200,False,False,0,False,79,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941580545,False,False,0,False,42,False,False,False,0,False,0,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941434727,True,False,0,True,24,True,True,False,0,True,1,True,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4941008723,True,True,1,False,32,True,False,True,3,False,0,True,11,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4940981304,False,True,1,True,26,False,True,False,0,False,0,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4940950544,False,False,0,False,22,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940836810,False,False,0,False,18,False,False,False,0,False,0,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940687284,False,False,0,False,60,False,False,False,1,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940668538,True,False,0,True,71,False,False,True,1,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940663739,True,False,0,True,51,False,False,True,1,False,0,True,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940116098,True,False,0,False,49,False,False,False,0,False,0,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4938399867,True,False,0,False,44,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936979884,False,False,0,True,73,False,False,False,1,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936960512,False,False,0,False,76,False,False,False,1,False,0,True,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936952926,False,False,0,False,61,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936931696,True,False,0,True,60,False,False,True,1,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936910430,True,True,1,False,24,True,False,True,3,True,1,True,11,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4936884189,False,False,0,False,9,False,True,False,0,True,1,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4936856435,True,True,1,False,26,True,False,False,0,True,1,False,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NA1_4936749583,False,False,0,True,38,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936487067,False,False,0,False,18,False,True,False,0,True,1,True,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4936470801,False,False,0,False,13,False,True,False,0,True,1,True,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4936294749,True,True,1,True,39,False,False,True,2,True,1,True,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4935793470,False,False,0,False,4,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4935750126,True,False,0,False,39,False,True,True,2,False,0,True,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4935717697,False,False,0,True,10,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4935685597,True,False,1,True,49,False,True,True,1,True,1,True,7,False,False,False,True,False,False,False,False,False,False,True,False,False,False
NA1_4935671837,False,False,0,False,7,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4935651093,False,False,0,False,12,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4935611973,True,True,1,True,26,True,False,True,1,True,1,True,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4935587186,False,False,0,False,12,False,False,False,0,False,0,False,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4935556665,True,True,2,True,49,False,True,True,5,False,0,True,11,False,False,False,False,False,True,False,False,False,False,True,False,False,False
NA1_4935477277,False,False,0,False,7,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4935465252,False,False,0,False,17,False,False,False,0,False,0,True,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4935171651,True,False,0,False,32,True,False,True,2,True,1,True,9,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4935147814,False,False,0,False,15,False,False,False,0,True,1,False,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4935102169,True,False,1,True,39,True,False,True,1,False,0,True,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4934886365,True,True,2,True,38,False,True,True,4,True,1,True,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4934869484,False,False,0,False,12,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4934473125,False,False,0,True,31,True,True,False,0,True,1,True,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4934436202,False,False,0,False,20,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4934398584,False,True,1,True,34,False,False,False,0,True,1,True,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4934349998,True,True,1,True,48,True,True,True,1,True,1,True,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False
NA1_4934299559,True,True,1,False,30,True,False,True,1,True,1,False,8,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4934292753,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4934245871,True,True,3,True,30,False,True,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4934211307,False,False,0,False,14,False,False,False,0,False,0,True,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4934191523,True,False,0,True,12,False,False,False,0,True,1,False,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4945184142,True,False,1,True,29,True,False,True,1,True,1,True,10,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NA1_4945153270,False,True,1,False,31,False,False,True,1,False,0,False,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4945128748,False,False,0,True,22,False,False,False,0,True,1,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4944757070,False,False,0,True,41,True,True,True,2,True,1,True,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4944707669,False,False,0,True,15,True,True,True,1,True,1,True,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4944691577,True,True,1,True,24,True,False,True,3,True,1,True,11,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4944683155,False,False,0,True,11,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4944652710,True,True,1,False,33,True,True,True,1,True,1,False,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4943928767,False,True,1,False,30,False,True,False,0,True,1,True,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4943903206,False,False,0,False,22,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4943475174,False,False,0,True,23,True,False,False,0,False,0,True,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4943447260,True,False,0,True,33,True,False,False,0,False,0,True,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4943286632,False,False,0,False,42,False,False,False,0,True,1,True,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4943248844,False,False,0,False,23,True,False,True,2,False,0,False,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NA1_4943210755,True,True,1,False,50,False,False,True,3,True,1,False,11,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NA1_4943172114,False,False,0,True,39,True,True,False,0,True,1,True,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4943128706,True,True,1,True,30,False,True,True,2,False,0,True,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4943099223,True,False,0,False,45,False,False,False,1,False,0,False,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4943068539,True,True,1,True,31,True,True,True,6,True,1,True,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4943040212,False,False,0,True,20,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4942939558,True,True,1,True,43,True,True,True,2,True,1,False,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4942918427,False,False,0,False,21,True,False,False,0,True,1,False,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NA1_4942909174,True,False,0,True,19,True,False,False,0,False,0,True,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4942887802,True,True,2,False,48,True,False,True,3,True,1,True,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False
NA1_4942590864,True,True,1,True,41,True,False,False,0,True,1,True,7,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4942555148,True,False,0,False,25,False,True,True,2,True,1,True,10,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4942551008,False,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4942501403,True,True,1,True,29,True,True,False,0,True,1,True,4,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4942473047,True,False,0,True,24,True,True,True,1,True,1,True,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4942430794,True,False,0,True,45,True,False,True,3,False,0,True,10,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NA1_4942383474,False,False,0,True,28,True,True,False,0,True,1,False,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4942280897,True,False,0,True,22,True,True,False,0,False,0,True,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4942260076,True,False,0,False,16,True,True,False,0,False,0,True,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4942140890,False,False,0,True,21,True,False,False,0,False,0,False,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4942113255,False,False,0,False,18,False,False,False,0,False,0,False,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4942090839,False,False,0,False,26,False,True,False,0,True,1,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4942066672,False,False,0,False,19,False,True,False,0,True,1,False,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4942055496,False,False,0,False,6,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4942038316,True,True,2,False,47,True,False,True,6,False,0,True,11,False,False,False,False,False,False,True,False,False,True,False,False,False,False
NA1_4941731216,False,False,0,False,28,True,False,False,0,False,0,False,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4941702057,False,False,0,False,8,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4941640655,False,False,0,False,25,True,True,False,0,True,1,False,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4941596121,True,True,1,True,46,True,True,True,4,True,1,True,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4941552280,False,False,0,False,28,True,False,False,0,False,0,False,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4941477679,True,True,1,True,50,True,True,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4941307298,True,True,1,False,38,True,True,True,4,True,1,True,10,False,False,False,False,False,True,False,False,False,False,True,False,False,False
NA1_4941280487,True,True,1,False,53,False,False,False,2,False,0,False,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4941005305,True,False,0,True,47,False,True,True,2,False,0,True,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4940971468,True,True,1,False,54,True,True,True,1,False,0,False,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4940947922,False,False,0,False,9,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
